,multiverseid,name,artist,colors,colorIdentity,layout,cmc,rarity,type,subtypes,supertypes,power,toughness,set
20922,46013.0,Myr Adapter,Ben Thompson,,,normal,3.0,Common,Artifact Creature — Myr,[Myr],,1,1,MRD
20923,46015.0,Myr Enforcer,Greg Staples,,,normal,7.0,Common,Artifact Creature — Myr,[Myr],,4,4,MRD
20924,47450.0,Myr Incubator,Alex Horley-Orlandelli,,,normal,6.0,Rare,Artifact,,,,,MRD
20925,48925.0,Myr Mindservant,Dave Dorman,,,normal,1.0,Uncommon,Artifact Creature — Myr,[Myr],,1,1,MRD
20926,49046.0,Myr Prototype,Dave Dorman,,,normal,5.0,Uncommon,Artifact Creature — Myr,[Myr],,2,2,MRD
20927,46126.0,Myr Retriever,Trevor Hairsine,,,normal,2.0,Uncommon,Artifact Creature — Myr,[Myr],,1,1,MRD
20928,46055.0,Necrogen Spellbomb,Jim Nelson,,[B],normal,1.0,Common,Artifact,,,,,MRD
20929,48930.0,Needlebug,Paolo Parente,,,normal,4.0,Uncommon,Artifact Creature — Insect,[Insect],,2,2,MRD
20930,46037.0,Neurok Hoversail,Alan Pollack,,,normal,1.0,Common,Artifact — Equipment,[Equipment],,,,MRD
20931,49770.0,Nightmare Lash,Puddnhead,,,normal,4.0,Rare,Artifact — Equipment,[Equipment],,,,MRD
20932,46041.0,Nim Replica,Carl Critchlow,,[B],normal,3.0,Common,Artifact Creature — Zombie,[Zombie],,3,1,MRD
20933,50104.0,Nuisance Engine,Stephen Tappin,,,normal,3.0,Uncommon,Artifact,,,,,MRD
20934,34901.0,Oblivion Stone,Sam Wood,,,normal,3.0,Rare,Artifact,,,,,MRD
20935,48605.0,Omega Myr,Dany Orizio,,,normal,2.0,Common,Artifact Creature — Myr,[Myr],,1,2,MRD
20936,46016.0,Ornithopter,Dana Knutson,,,normal,0.0,Uncommon,Artifact Creature — Thopter,[Thopter],,0,2,MRD
20937,46027.0,Pearl Shard,Doug Chaffee,,[W],normal,3.0,Uncommon,Artifact,,,,,MRD
20938,46703.0,Pentavus,Greg Staples,,,normal,7.0,Rare,Artifact Creature — Construct,[Construct],,0,0,MRD
20939,48054.0,Pewter Golem,Paolo Parente,,[B],normal,5.0,Common,Artifact Creature — Golem,[Golem],,4,2,MRD
20940,48580.0,Platinum Angel,Brom,,,normal,7.0,Rare,Artifact Creature — Angel,[Angel],,4,4,MRD
20941,49047.0,Power Conduit,Todd Lockwood,,,normal,2.0,Uncommon,Artifact,,,,,MRD
20942,49769.0,Proteus Staff,Trevor Hairsine,,[U],normal,3.0,Rare,Artifact,,,,,MRD
20943,46582.0,Psychogenic Probe,Jeremy Jarvis,,,normal,2.0,Rare,Artifact,,,,,MRD
20944,48110.0,Pyrite Spellbomb,Jim Nelson,,[R],normal,1.0,Common,Artifact,,,,,MRD
20945,49772.0,Quicksilver Fountain,Trevor Hairsine,,,normal,3.0,Rare,Artifact,,,,,MRD
20946,48174.0,Rust Elemental,Arnie Swekel,,,normal,4.0,Uncommon,Artifact Creature — Elemental,[Elemental],,4,4,MRD
20947,46138.0,Rustspore Ram,Arnie Swekel,,,normal,4.0,Uncommon,Artifact Creature — Sheep,[Sheep],,1,3,MRD
20948,48400.0,Scale of Chiss-Goria,Alan Pollack,,,normal,3.0,Common,Artifact,,,,,MRD
20949,49763.0,Scrabbling Claws,Thomas M. Baxa,,,normal,1.0,Uncommon,Artifact,,,,,MRD
20950,46720.0,Sculpting Steel,Heather Hudson,,,normal,3.0,Rare,Artifact,,,,,MRD
20951,49048.0,Scythe of the Wretched,Matt Cavotta,,,normal,2.0,Rare,Artifact — Equipment,[Equipment],,,,MRD
20952,46156.0,Serum Tank,Corey D. Macourek,,,normal,3.0,Uncommon,Artifact,,,,,MRD
20953,46032.0,Silver Myr,Kev Walker,,[U],normal,2.0,Common,Artifact Creature — Myr,[Myr],,1,1,MRD
20954,49774.0,Skeleton Shard,Doug Chaffee,,[B],normal,3.0,Uncommon,Artifact,,,,,MRD
20955,46028.0,Slagwurm Armor,Justin Sweet,,,normal,1.0,Common,Artifact — Equipment,[Equipment],,,,MRD
20956,46025.0,Soldier Replica,Carl Critchlow,,[W],normal,3.0,Common,Artifact Creature — Soldier,[Soldier],,1,3,MRD
20957,49434.0,Solemn Simulacrum,Greg Staples,,,normal,4.0,Rare,Artifact Creature — Golem,[Golem],,2,2,MRD
20958,46723.0,Soul Foundry,Arnie Swekel,,,normal,4.0,Rare,Artifact,,,,,MRD
20959,48047.0,Spellweaver Helix,Luca Zontini,,,normal,3.0,Rare,Artifact,,,,,MRD
20960,48910.0,Steel Wall,David Day,,,normal,1.0,Common,Artifact Creature — Wall,[Wall],,0,4,MRD
20961,48931.0,Sun Droplet,Tim Hildebrandt,,,normal,2.0,Uncommon,Artifact,,,,,MRD
20962,48214.0,Sunbeam Spellbomb,Jim Nelson,,[W],normal,1.0,Common,Artifact,,,,,MRD
20963,48583.0,Sword of Kaldra,Donato Giancola,,,normal,4.0,Rare,Legendary Artifact — Equipment,[Equipment],[Legendary],,,MRD
20964,46719.0,Synod Sanctum,Dana Knutson,,,normal,1.0,Uncommon,Artifact,,,,,MRD
20965,39598.0,Talisman of Dominance,Mike Dringenberg,,"[U, B]",normal,2.0,Uncommon,Artifact,,,,,MRD
20966,39600.0,Talisman of Impulse,Mike Dringenberg,,"[R, G]",normal,2.0,Uncommon,Artifact,,,,,MRD
20967,39599.0,Talisman of Indulgence,Mike Dringenberg,,"[B, R]",normal,2.0,Uncommon,Artifact,,,,,MRD
20968,39597.0,Talisman of Progress,Mike Dringenberg,,"[W, U]",normal,2.0,Uncommon,Artifact,,,,,MRD
20969,39601.0,Talisman of Unity,Mike Dringenberg,,"[G, W]",normal,2.0,Uncommon,Artifact,,,,,MRD
20970,48913.0,Tanglebloom,Val Mayerik,,,normal,1.0,Common,Artifact,,,,,MRD
20971,49767.0,Tangleroot,Dana Knutson,,[G],normal,3.0,Rare,Artifact,,,,,MRD
20972,46729.0,Tel-Jilad Stylus,Darrell Riche,,,normal,1.0,Uncommon,Artifact,,,,,MRD
20973,48915.0,Thought Prison,Glen Angus,,,normal,5.0,Uncommon,Artifact,,,,,MRD
20974,49053.0,Timesifter,Dany Orizio,,,normal,5.0,Rare,Artifact,,,,,MRD
20975,48052.0,Titanium Golem,Paolo Parente,,[W],normal,5.0,Common,Artifact Creature — Golem,[Golem],,3,3,MRD
20976,48401.0,Tooth of Chiss-Goria,Alan Pollack,,,normal,3.0,Common,Artifact,,,,,MRD
20977,48155.0,Tower of Champions,Greg Staples,,,normal,4.0,Rare,Artifact,,,,,MRD
20978,48914.0,Tower of Eons,John Avon,,,normal,4.0,Rare,Artifact,,,,,MRD
20979,35464.0,Tower of Fortunes,Matt Cavotta,,,normal,4.0,Rare,Artifact,,,,,MRD
20980,46730.0,Tower of Murmurs,Glen Angus,,,normal,4.0,Rare,Artifact,,,,,MRD
20981,46702.0,Triskelion,Christopher Moeller,,,normal,6.0,Rare,Artifact Creature — Construct,[Construct],,1,1,MRD
20982,46018.0,Viridian Longbow,Jeremy Jarvis,,,normal,1.0,Common,Artifact — Equipment,[Equipment],,,,MRD
20983,46053.0,Vorrac Battlehorns,David Martin,,,normal,2.0,Common,Artifact — Equipment,[Equipment],,,,MRD
20984,48121.0,Vulshok Battlegear,Kevin Dobler,,,normal,3.0,Uncommon,Artifact — Equipment,[Equipment],,,,MRD
20985,48397.0,Vulshok Gauntlets,Richard Sardinha,,,normal,2.0,Common,Artifact — Equipment,[Equipment],,,,MRD
20986,48328.0,Welding Jar,Mark Brill,,,normal,0.0,Common,Artifact,,,,,MRD
20987,46033.0,Wizard Replica,Carl Critchlow,,[U],normal,3.0,Common,Artifact Creature — Wizard,[Wizard],,1,3,MRD
20988,46791.0,Worldslayer,Greg Staples,,,normal,5.0,Rare,Artifact — Equipment,[Equipment],,,,MRD
20989,46026.0,Yotian Soldier,Luca Zontini,,,normal,3.0,Common,Artifact Creature — Soldier,[Soldier],,1,4,MRD
20990,46063.0,Ancient Den,Rob Alexander,,[W],normal,,Common,Artifact Land,,,,,MRD
20991,48916.0,Blinkmoth Well,David Martin,,,normal,,Uncommon,Land,,,,,MRD
20992,49050.0,Cloudpost,Martina Pilcerova,,,normal,,Common,Land — Locus,[Locus],,,,MRD
20993,48132.0,Glimmervoid,Lars Grant-West,,,normal,,Rare,Land,,,,,MRD
20994,46066.0,Great Furnace,Rob Alexander,,[R],normal,,Common,Artifact Land,,,,,MRD
20995,46064.0,Seat of the Synod,John Avon,,[U],normal,,Common,Artifact Land,,,,,MRD
20996,48917.0,Stalking Stones,David Day,,,normal,,Uncommon,Land,,,,,MRD
20997,46067.0,Tree of Tales,John Avon,,[G],normal,,Common,Artifact Land,,,,,MRD
20998,46065.0,Vault of Whispers,Rob Alexander,,[B],normal,,Common,Artifact Land,,,,,MRD
20999,48406.0,Plains,Mark Tedin,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MRD
21000,48407.0,Plains,Rob Alexander,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MRD
21001,48408.0,Plains,Martina Pilcerova,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MRD
21002,48409.0,Plains,John Avon,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MRD
21003,48410.0,Island,Mark Tedin,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,MRD
21004,48411.0,Island,Rob Alexander,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,MRD
21005,48412.0,Island,Martina Pilcerova,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,MRD
21006,48413.0,Island,John Avon,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,MRD
21007,48414.0,Swamp,Mark Tedin,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MRD
21008,48415.0,Swamp,Rob Alexander,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MRD
21009,48416.0,Swamp,Martina Pilcerova,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MRD
21010,48425.0,Swamp,John Avon,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MRD
21011,48417.0,Mountain,Mark Tedin,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,MRD
21012,48418.0,Mountain,Rob Alexander,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,MRD
21013,48419.0,Mountain,Martina Pilcerova,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,MRD
21014,48420.0,Mountain,John Avon,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,MRD
21015,48421.0,Forest,Mark Tedin,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,MRD
21016,48422.0,Forest,Rob Alexander,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,MRD
21017,48423.0,Forest,Martina Pilcerova,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,MRD
21018,48424.0,Forest,John Avon,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,MRD
21019,21258.0,Angelic Favor,Paolo Parente,[White],[W],normal,4.0,Uncommon,Instant,,,,,NMS
21020,21263.0,Avenger en-Dal,Ron Spencer,[White],[W],normal,2.0,Rare,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21021,21273.0,Blinding Angel,Todd Lockwood,[White],[W],normal,5.0,Rare,Creature — Angel,[Angel],,2,4,NMS
21022,21264.0,Chieftain en-Dal,Orizio Daniele,[White],[W],normal,3.0,Uncommon,Creature — Human Knight,"[Human, Knight]",,2,2,NMS
21023,22026.0,Defender en-Vec,Bradley Williams,[White],[W],normal,4.0,Common,Creature — Human Cleric,"[Human, Cleric]",,2,4,NMS
21024,21251.0,Defiant Falcon,Heather Hudson,[White],[W],normal,2.0,Common,Creature — Rebel Bird,"[Rebel, Bird]",,1,1,NMS
21025,21266.0,Defiant Vanguard,Pete Venters,[White],[W],normal,3.0,Uncommon,Creature — Human Rebel,"[Human, Rebel]",,2,2,NMS
21026,21260.0,Fanatical Devotion,Massimilano Frezzato,[White],[W],normal,3.0,Common,Enchantment,,,,,NMS
21027,21257.0,Lashknife,Hannibal King,[White],[W],normal,2.0,Common,Enchantment — Aura,[Aura],,,,NMS
21028,21255.0,Lawbringer,Matt Cavotta,[White],[W],normal,3.0,Common,Creature — Kor Rebel,"[Kor, Rebel]",,2,2,NMS
21029,21256.0,Lightbringer,Paolo Parente,[White],[W],normal,3.0,Common,Creature — Kor Rebel,"[Kor, Rebel]",,2,2,NMS
21030,21271.0,"Lin Sivvi, Defiant Hero",rk post,[White],[W],normal,3.0,Rare,Legendary Creature — Human Rebel,"[Human, Rebel]",[Legendary],1,3,NMS
21031,22027.0,Netter en-Dal,Matt Cavotta,[White],[W],normal,1.0,Common,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21032,21262.0,Noble Stand,Greg & Tim Hildebrandt,[White],[W],normal,5.0,Uncommon,Enchantment,,,,,NMS
21033,22032.0,Off Balance,Jeff Miracola,[White],[W],normal,1.0,Common,Instant,,,,,NMS
21034,22030.0,Oracle's Attendants,Orizio Daniele,[White],[W],normal,4.0,Rare,Creature — Human Soldier,"[Human, Soldier]",,1,5,NMS
21035,22028.0,Parallax Wave,Greg Staples,[White],[W],normal,4.0,Rare,Enchantment,,,,,NMS
21036,21259.0,Seal of Cleansing,Christopher Moeller,[White],[W],normal,2.0,Common,Enchantment,,,,,NMS
21037,22320.0,Silkenfist Fighter,Mark Brill,[White],[W],normal,2.0,Common,Creature — Kor Soldier,"[Kor, Soldier]",,1,3,NMS
21038,22338.0,Silkenfist Order,Greg & Tim Hildebrandt,[White],[W],normal,5.0,Uncommon,Creature — Kor Soldier,"[Kor, Soldier]",,3,5,NMS
21039,21270.0,Sivvi's Ruse,Kev Walker,[White],[W],normal,4.0,Uncommon,Instant,,,,,NMS
21040,22302.0,Sivvi's Valor,Jeff Miracola,[White],[W],normal,3.0,Rare,Instant,,,,,NMS
21041,21277.0,Spiritual Asylum,Matt Cavotta,[White],[W],normal,4.0,Rare,Enchantment,,,,,NMS
21042,21268.0,Topple,Daren Bader,[White],[W],normal,3.0,Common,Sorcery,,,,,NMS
21043,21265.0,Voice of Truth,rk post,[White],[W],normal,4.0,Uncommon,Creature — Angel,[Angel],,2,2,NMS
21044,21285.0,Accumulated Knowledge,Randy Gallegos,[Blue],[U],normal,2.0,Common,Instant,,,,,NMS
21045,22289.0,Aether Barrier,David Martin,[Blue],[U],normal,3.0,Rare,Enchantment,,,,,NMS
21046,22377.0,Air Bladder,Donato Giancola,[Blue],[U],normal,1.0,Common,Enchantment — Aura,[Aura],,,,NMS
21047,21280.0,Cloudskate,Carl Critchlow,[Blue],[U],normal,2.0,Common,Creature — Illusion,[Illusion],,2,2,NMS
21048,21284.0,Daze,Matthew D. Wilson,[Blue],[U],normal,2.0,Common,Instant,,,,,NMS
21049,21303.0,Dominate,Scott Hampton,[Blue],[U],normal,3.0,Uncommon,Instant,,,,,NMS
21050,22881.0,Ensnare,Gao Yan,[Blue],[U],normal,4.0,Uncommon,Instant,,,,,NMS
21051,21286.0,Infiltrate,Nelson DeCastro,[Blue],[U],normal,1.0,Common,Instant,,,,,NMS
21052,21281.0,Jolting Merfolk,Glen Angus,[Blue],[U],normal,4.0,Uncommon,Creature — Merfolk,[Merfolk],,2,2,NMS
21053,22293.0,Oraxid,Dave Dorman,[Blue],[U],normal,4.0,Common,Creature — Crab Beast,"[Crab, Beast]",,2,3,NMS
21054,21302.0,Pale Moon,Pete Venters,[Blue],[U],normal,2.0,Rare,Instant,,,,,NMS
21055,22035.0,Parallax Tide,Carl Critchlow,[Blue],[U],normal,4.0,Rare,Enchantment,,,,,NMS
21056,21304.0,Rising Waters,Scott M. Fischer,[Blue],[U],normal,4.0,Rare,Enchantment,,,,,NMS
21057,22292.0,Rootwater Commando,Mark Tedin,[Blue],[U],normal,3.0,Common,Creature — Merfolk,[Merfolk],,2,2,NMS
21058,22889.0,Rootwater Thief,Ron Spears,[Blue],[U],normal,2.0,Rare,Creature — Merfolk Rogue,"[Merfolk, Rogue]",,1,2,NMS
21059,21297.0,Seahunter,Heather Hudson,[Blue],[U],normal,4.0,Rare,Creature — Human Mercenary,"[Human, Mercenary]",,2,2,NMS
21060,21287.0,Seal of Removal,Christopher Moeller,[Blue],[U],normal,1.0,Common,Enchantment,,,,,NMS
21061,21283.0,Sliptide Serpent,Daren Bader,[Blue],[U],normal,6.0,Rare,Creature — Serpent,[Serpent],,4,4,NMS
21062,21282.0,Sneaky Homunculus,Scott M. Fischer,[Blue],[U],normal,2.0,Common,Creature — Homunculus Illusion,"[Homunculus, Illusion]",,1,1,NMS
21063,21298.0,Stronghold Biologist,Terese Nielsen,[Blue],[U],normal,3.0,Uncommon,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21064,22033.0,Stronghold Machinist,Terese Nielsen,[Blue],[U],normal,3.0,Uncommon,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21065,22880.0,Stronghold Zeppelin,Arnie Swekel,[Blue],[U],normal,4.0,Uncommon,Creature — Human,[Human],,3,3,NMS
21066,21296.0,Submerge,Mark Romanoski,[Blue],[U],normal,5.0,Uncommon,Instant,,,,,NMS
21067,21278.0,Trickster Mage,Alan Rabinowitz,[Blue],[U],normal,1.0,Common,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21068,21279.0,Wandering Eye,Sam Wood,[Blue],[U],normal,3.0,Common,Creature — Illusion,[Illusion],,1,3,NMS
21069,22897.0,Ascendant Evincar,Mark Zug,[Black],[B],normal,6.0,Rare,Legendary Creature — Vampire,[Vampire],[Legendary],3,3,NMS
21070,21320.0,Battlefield Percher,"Edward P. Beard, Jr.",[Black],[B],normal,5.0,Uncommon,Creature — Bird,[Bird],,2,2,NMS
21071,21308.0,Belbe's Percher,"Edward P. Beard, Jr.",[Black],[B],normal,3.0,Common,Creature — Bird,[Bird],,2,2,NMS
21072,21319.0,Carrion Wall,Tony Szczudlo,[Black],[B],normal,3.0,Uncommon,Creature — Wall,[Wall],,3,2,NMS
21073,21322.0,Dark Triumph,Adam Rex,[Black],[B],normal,5.0,Uncommon,Instant,,,,,NMS
21074,21330.0,Death Pit Offering,Pete Venters,[Black],[B],normal,4.0,Rare,Enchantment,,,,,NMS
21075,21318.0,Divining Witch,Donato Giancola,[Black],[B],normal,2.0,Rare,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21076,21324.0,Massacre,Pete Venters,[Black],[B],normal,4.0,Uncommon,Sorcery,,,,,NMS
21077,21331.0,Mind Slash,Adam Rex,[Black],[B],normal,3.0,Uncommon,Enchantment,,,,,NMS
21078,21313.0,Mind Swords,Daren Bader,[Black],[B],normal,2.0,Common,Sorcery,,,,,NMS
21079,21329.0,Murderous Betrayal,Randy Gallegos,[Black],[B],normal,3.0,Rare,Enchantment,,,,,NMS
21080,21315.0,Parallax Dementia,Eric Peterson,[Black],[B],normal,2.0,Common,Enchantment — Aura,[Aura],,,,NMS
21081,22031.0,Parallax Nexus,Greg Staples,[Black],[B],normal,3.0,Rare,Enchantment,,,,,NMS
21082,22379.0,Phyrexian Driver,Chippy,[Black],[B],normal,3.0,Common,Creature — Zombie Mercenary,"[Zombie, Mercenary]",,1,1,NMS
21083,22029.0,Phyrexian Prowler,Mark Zug,[Black],[B],normal,4.0,Uncommon,Creature — Zombie Mercenary,"[Zombie, Mercenary]",,3,3,NMS
21084,19579.0,Plague Witch,Nelson DeCastro,[Black],[B],normal,2.0,Common,Creature — Elf Spellshaper,"[Elf, Spellshaper]",,1,1,NMS
21085,22890.0,Rathi Assassin,Dana Knutson,[Black],[B],normal,4.0,Rare,Creature — Zombie Mercenary Assassin,"[Zombie, Mercenary, Assassin]",,2,2,NMS
21086,21311.0,Rathi Fiend,Mark Tedin,[Black],[B],normal,4.0,Uncommon,Creature — Horror Mercenary,"[Horror, Mercenary]",,2,2,NMS
21087,21307.0,Rathi Intimidator,Mike Ploog,[Black],[B],normal,3.0,Common,Creature — Horror Mercenary,"[Horror, Mercenary]",,2,1,NMS
21088,21316.0,Seal of Doom,Christopher Moeller,[Black],[B],normal,3.0,Common,Enchantment,,,,,NMS
21089,21310.0,Spineless Thug,Matthew D. Wilson,[Black],[B],normal,2.0,Common,Creature — Zombie Mercenary,"[Zombie, Mercenary]",,2,2,NMS
21090,21309.0,Spiteful Bully,Chippy,[Black],[B],normal,2.0,Common,Creature — Zombie Mercenary,"[Zombie, Mercenary]",,3,3,NMS
21091,22374.0,Stronghold Discipline,Li Tie,[Black],[B],normal,4.0,Common,Sorcery,,,,,NMS
21092,21317.0,Vicious Hunger,Massimilano Frezzato,[Black],[B],normal,2.0,Common,Sorcery,,,,,NMS
21093,21328.0,Volrath the Fallen,Kev Walker,[Black],[B],normal,6.0,Rare,Legendary Creature — Shapeshifter,[Shapeshifter],[Legendary],6,4,NMS
21094,22296.0,Ancient Hydra,Scott M. Fischer,[Red],[R],normal,5.0,Uncommon,Creature — Hydra,[Hydra],,5,1,NMS
21095,21343.0,Arc Mage,Terese Nielsen,[Red],[R],normal,3.0,Uncommon,Creature — Human Spellshaper,"[Human, Spellshaper]",,2,2,NMS
21096,22060.0,Bola Warrior,Adam Rex,[Red],[R],normal,2.0,Common,Creature — Human Spellshaper Warrior,"[Human, Spellshaper, Warrior]",,1,1,NMS
21097,21338.0,Downhill Charge,Greg & Tim Hildebrandt,[Red],[R],normal,3.0,Common,Instant,,,,,NMS
21098,22290.0,Flame Rift,Ben Thompson,[Red],[R],normal,2.0,Common,Sorcery,,,,,NMS
21099,21334.0,Flowstone Crusher,Ben Thompson,[Red],[R],normal,5.0,Common,Creature — Beast,[Beast],,4,4,NMS
21100,21351.0,Flowstone Overseer,Andrew Goldhawk,[Red],[R],normal,5.0,Rare,Creature — Beast,[Beast],,4,4,NMS
21101,21355.0,Flowstone Slide,Chippy,[Red],[R],normal,4.0,Rare,Sorcery,,,,,NMS
21102,21341.0,Flowstone Strike,Mike Ploog,[Red],[R],normal,2.0,Common,Instant,,,,,NMS
21103,21348.0,Flowstone Surge,Scott Hampton,[Red],[R],normal,2.0,Uncommon,Enchantment,,,,,NMS
21104,21336.0,Flowstone Wall,Jeff Miracola,[Red],[R],normal,3.0,Common,Creature — Wall,[Wall],,0,6,NMS
21105,21333.0,Laccolith Grunt,Arnie Swekel,[Red],[R],normal,3.0,Common,Creature — Beast,[Beast],,2,2,NMS
21106,21339.0,Laccolith Rig,Massimilano Frezzato,[Red],[R],normal,1.0,Common,Enchantment — Aura,[Aura],,,,NMS
21107,22297.0,Laccolith Titan,Tony Szczudlo,[Red],[R],normal,7.0,Rare,Creature — Beast,[Beast],,6,6,NMS
21108,21344.0,Laccolith Warrior,Mark Zug,[Red],[R],normal,4.0,Uncommon,Creature — Beast Warrior,"[Beast, Warrior]",,3,3,NMS
21109,21335.0,Laccolith Whelp,Dave Dorman,[Red],[R],normal,1.0,Common,Creature — Beast,[Beast],,1,1,NMS
21110,21356.0,Mana Cache,rk post,[Red],[R],normal,3.0,Rare,Enchantment,,,,,NMS
21111,21345.0,Mogg Alarm,Dave Dorman,[Red],[R],normal,3.0,Uncommon,Sorcery,,,,,NMS
21112,21349.0,Mogg Salvage,Paolo Parente,[Red],[R],normal,3.0,Uncommon,Instant,,,,,NMS
21113,22299.0,Mogg Toady,Mike Ploog,[Red],[R],normal,2.0,Common,Creature — Goblin,[Goblin],,2,2,NMS
21114,21350.0,Moggcatcher,Pete Venters,[Red],[R],normal,4.0,Rare,Creature — Human Mercenary,"[Human, Mercenary]",,2,2,NMS
21115,21347.0,Rupture,Gao Yan,[Red],[R],normal,3.0,Uncommon,Sorcery,,,,,NMS
21116,21340.0,Seal of Fire,Christopher Moeller,[Red],[R],normal,1.0,Common,Enchantment,,,,,NMS
21117,21353.0,Shrieking Mogg,Dan Frazier,[Red],[R],normal,2.0,Rare,Creature — Goblin,[Goblin],,1,1,NMS
21118,21357.0,Stronghold Gambit,Greg & Tim Hildebrandt,[Red],[R],normal,2.0,Rare,Sorcery,,,,,NMS
21119,21377.0,Animate Land,Rebecca Guay,[Green],[G],normal,1.0,Uncommon,Instant,,,,,NMS
21120,21363.0,Blastoderm,Eric Peterson,[Green],[G],normal,4.0,Common,Creature — Beast,[Beast],,5,5,NMS
21121,21364.0,Coiling Woodworm,David Martin,[Green],[G],normal,3.0,Uncommon,Creature — Insect Worm,"[Insect, Worm]",,*,1,NMS
21122,21368.0,Fog Patch,Rebecca Guay,[Green],[G],normal,2.0,Common,Instant,,,,,NMS
21123,21370.0,Harvest Mage,Dan Frazier,[Green],[G],normal,1.0,Common,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21124,21290.0,Mossdog,Matt Cavotta,[Green],[G],normal,1.0,Common,Creature — Plant Hound,"[Plant, Hound]",,1,1,NMS
21125,21373.0,Nesting Wurm,rk post,[Green],[G],normal,6.0,Uncommon,Creature — Wurm,[Wurm],,4,3,NMS
21126,22061.0,Overlaid Terrain,DiTerlizzi,[Green],[G],normal,4.0,Rare,Enchantment,,,,,NMS
21127,21375.0,Pack Hunt,Sam Wood,[Green],[G],normal,4.0,Rare,Sorcery,,,,,NMS
21128,21378.0,Refreshing Rain,Don Hazeltine,[Green],[G],normal,4.0,Uncommon,Instant,,,,,NMS
21129,22316.0,Reverent Silence,Don Hazeltine,[Green],[G],normal,4.0,Common,Sorcery,,,,,NMS
21130,24687.0,Rhox,Carl Critchlow,[Green],[G],normal,6.0,Rare,Creature — Rhino Beast,"[Rhino, Beast]",,5,5,NMS
21131,21381.0,Saproling Burst,Carl Critchlow,[Green],[G],normal,5.0,Rare,Enchantment,,,,,NMS
21132,21385.0,Saproling Cluster,Matt Cavotta,[Green],[G],normal,2.0,Rare,Enchantment,,,,,NMS
21133,21366.0,Seal of Strength,Christopher Moeller,[Green],[G],normal,1.0,Common,Enchantment,,,,,NMS
21134,22892.0,Skyshroud Behemoth,Eric Peterson,[Green],[G],normal,7.0,Rare,Creature — Beast,[Beast],,10,10,NMS
21135,22891.0,Skyshroud Claim,Mark Romanoski,[Green],[G],normal,4.0,Common,Sorcery,,,,,NMS
21136,21372.0,Skyshroud Cutter,Tony Szczudlo,[Green],[G],normal,4.0,Common,Creature — Beast,[Beast],,2,2,NMS
21137,21379.0,Skyshroud Poacher,Ron Spencer,[Green],[G],normal,4.0,Rare,Creature — Human Rebel,"[Human, Rebel]",,2,2,NMS
21138,21360.0,Skyshroud Ridgeback,Carl Critchlow,[Green],[G],normal,1.0,Common,Creature — Beast,[Beast],,2,3,NMS
21139,21362.0,Skyshroud Sentinel,Randy Gallegos,[Green],[G],normal,3.0,Common,Creature — Elf,[Elf],,1,1,NMS
21140,21359.0,Stampede Driver,Ron Spears,[Green],[G],normal,1.0,Uncommon,Creature — Human Spellshaper,"[Human, Spellshaper]",,1,1,NMS
21141,21365.0,Treetop Bracers,Heather Hudson,[Green],[G],normal,2.0,Common,Enchantment — Aura,[Aura],,,,NMS
21142,21376.0,Wild Mammoth,Bradley Williams,[Green],[G],normal,3.0,Uncommon,Creature — Elephant,[Elephant],,3,4,NMS
21143,21374.0,Woodripper,Alan Pollack,[Green],[G],normal,5.0,Uncommon,Creature — Beast,[Beast],,4,6,NMS
21144,21390.0,Belbe's Armor,D. Alexander Gregory,,,normal,3.0,Uncommon,Artifact,,,,,NMS
